62.171.158.50 - - [31/Dec/2025:00:03:22 +0700] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 150 "-" "-"
172.232.232.169 - - [31/Dec/2025:10:47:13 +0700] "GET /helpdesk/WebObjects/Helpdesk.woa HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /fog/management/index.php?node=client&sub=logininfo HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /geoserver/index.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /cgi-bin/info.cgi HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /cluster/list.query HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /owa/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /App_Themes/Default/Images/favicon.ico HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /Account/Login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:14 +0700] "GET /apps/zxtm/login.cgi HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:15 +0700] "GET /language/en-GB/en-GB.xml HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:15 +0700] "GET /api/server/version HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:15 +0700] "GET /administrator/manifests/files/joomla.xml HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:15 +0700] "GET /versa/login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:16 +0700] "GET /login.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:16 +0700] "GET /p/login/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:16 +0700] "GET /status HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:16 +0700] "GET /info.asp HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:16 +0700] "GET /assets/img/favicon.ico HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:16 +0700] "GET /cgi-bin/param.cgi?get_device_conf HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /ext-js/app/common/zld_product_spec.js HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /lms/db HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /xml/info.xml HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /favicon.ico HTTP/1.1" 200 29633 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /login/login.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /themes/admin/default/build/assets/favicon-19fbef86.svg HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /allversions HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /r-seenet/index.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /versions HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /tos/index.php?user/login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /api/vip/i18n/api/v2/translation/products/vRNIUI/versions/1 HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /dashboard/favicon.ico HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:17 +0700] "GET /c/login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /login.aspx HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /WebApp/js/UI_String.js HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /officescan/console/html/localization.js HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /IPCamDesc.xml HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /kylin/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /officescan/console/cgi/cgiChkMasterPwd.exe HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /api/v1.0/environment HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - cslu-windows-client [31/Dec/2025:10:47:18 +0700] "GET /cslu/v1/core/conf HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /config HTTP/1.1" 403 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:18 +0700] "GET /CHANGELOG.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /admin/reports/status HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /admin/reports/updates HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /magento_version HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /pom.xml HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /javascript/validation/OEM.js HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /webui HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /webportal.cgi HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /build.gradle HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /workplace/home.action HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET / HTTP/1.1" 200 3722 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /cgi-bin/authLogin.cgi HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /centreon/api/latest/platform/versions HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /css/eonweb.css HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /pandora_console/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /css/elfinder.min.css HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /api/v3/meta HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:19 +0700] "GET /owa/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /i18n/component/JS HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /geoserver/web/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /am_bin/amlogin HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /hx/api/about HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /owa/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /api/v1/version HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /login/?next=/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /app/ui/login.jsp HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /system/version/current HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:20 +0700] "GET /MagicInfo/config.js HTTP/1.1" 403 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /Main_Login.asp HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /cgi-bin/luci HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /plugin/webs_model_cfg.js HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /json/login_session HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /photo/webapi/query.php?api=SYNO.API.Info&method=query&version=1 HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /rs/application-about HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /metrics HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /main/main.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /index.html HTTP/1.1" 200 3722 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /portal/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /about HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /nidp/app/login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:21 +0700] "GET /api/v2/hoverfly/version HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:22 +0700] "GET /api/version HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:22 +0700] "GET /login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:22 +0700] "GET /core/auth/login/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:22 +0700] "GET /admin/config.php HTTP/1.1" 403 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:22 +0700] "GET /config_dump HTTP/1.1" 403 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:23 +0700] "GET /api/v1/info HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:23 +0700] "GET /mailinspector/login.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:23 +0700] "GET /~login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:23 +0700] "GET /api/status HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:23 +0700] "GET /AppsHome.do HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /system/gwinfo HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /index.do HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /decisioncenter-api/v1/about HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /jtcgi/wte.pyc HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /agent/vicidial.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /agc/vicidial.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /openapi.json HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /nifi-api/flow/about HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:24 +0700] "GET /nifi/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /info.htm HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /ui/login.action HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /index.lua HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /cgi-bin/meteobridge.cgi HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /monitor/index.php/auth/login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /wp-content/plugins/post-smtp/readme.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /api-description HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /v2 HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /sap/bc/ui2/flp HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /sys/en/neoclassic/login/login HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /management/v1/cluster/state HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /browser/index.html HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /ignite?cmd=version HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /help/en_US/Content/utm/utmAdminGuide/WebAdmin.htm HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /ScadaBR/login.htm HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /api/v2.0/systeminfo HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /api/v1/cluster/summary HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /nmc/rss/server HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /cgi-bin/getagent.cgi?type=s HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
172.232.232.169 - - [31/Dec/2025:10:47:25 +0700] "GET /download/python/ HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Android 8; Mobile; rv:139.0.3) Gecko/139.0.3 Firefox/139.0.3"
